局名,ppb
西部コミュニティセンター,10
国設大阪,8
茨木市役所,7
高石中学校,6
池田市立南畑会館,14
大東市役所,11
府立修徳学院,5
貝塚市消防署,7
島本町役場,9
富田林市役所,5
南海団地,10
泉南市役所,8
緑ケ丘小学校,5
三日市公民館,3
藤井寺市役所,9
岸和田中央公園,6
佐野中学校,6
泉大津市役所,7
豊能町役場,11
此花区役所,5
平尾小学校,6
野中小学校,7
桃谷中学校,6
大宮中学校,10
聖賢小学校,8
清江小学校,4
摂陽中学校,3
今宮中学校,6
九条南小学校,6
茨田北小学校,9
南港中央公園,1
出来島小学校,5
少林寺,7
浜寺,8
三宝,5
若松台,7
石津,6
登美丘,6
深井,5
美原,2
金岡南,10
高石消防署高師浜出張所,4
豊中市千成,7
豊中市千里,5
豊中市役所,6
吹田市垂水,7
吹田市北消防署,5
吹田市高野台,6
東大阪市西保健センター,6
東大阪市六万寺,6
東大阪市環境衛生検査センター,2
楠葉,6
枚方市役所,4
王仁公園,8
高槻北,17
庄所,9
八尾市保健所,5
成田,
寝屋川市役所,11
