局名,ppb
西部コミュニティセンター,9
国設大阪,11
茨木市役所,****
高石中学校,5
池田市立南畑会館,10
大東市役所,6
府立修徳学院,4
貝塚市消防署,18
島本町役場,6
富田林市役所,10
南海団地,14
泉南市役所,14
緑ケ丘小学校,****
三日市公民館,7
藤井寺市役所,7
岸和田中央公園,****
佐野中学校,11
泉大津市役所,12
豊能町役場,****
此花区役所,10
平尾小学校,9
野中小学校,****
桃谷中学校,8
大宮中学校,11
聖賢小学校,10
清江小学校,7
摂陽中学校,5
今宮中学校,8
九条南小学校,9
茨田北小学校,10
南港中央公園,7
出来島小学校,9
少林寺,4
浜寺,5
三宝,5
若松台,5
石津,6
登美丘,5
深井,2
美原,4
金岡南,7
高石消防署高師浜出張所,4
豊中市千成,10
豊中市千里,4
豊中市役所,7
吹田市垂水,8
吹田市北消防署,8
吹田市高野台,7
東大阪市西保健センター,****
東大阪市六万寺,7
東大阪市環境衛生検査センター,16
楠葉,9
枚方市役所,10
王仁公園,9
高槻北,24
庄所,10
八尾市保健所,6
成田,
寝屋川市役所,10
