局名,ppb
西部コミュニティセンター,11
国設大阪,11
茨木市役所,6
高石中学校,12
池田市立南畑会館,9
大東市役所,9
府立修徳学院,8
貝塚市消防署,19
島本町役場,8
富田林市役所,18
南海団地,15
泉南市役所,16
緑ケ丘小学校,16
三日市公民館,15
藤井寺市役所,17
岸和田中央公園,14
佐野中学校,14
泉大津市役所,16
豊能町役場,11
此花区役所,8
平尾小学校,10
野中小学校,****
桃谷中学校,11
大宮中学校,12
聖賢小学校,10
清江小学校,10
摂陽中学校,9
今宮中学校,10
九条南小学校,10
茨田北小学校,11
南港中央公園,5
出来島小学校,6
少林寺,10
浜寺,12
三宝,6
若松台,16
石津,9
登美丘,17
深井,14
美原,9
金岡南,14
高石消防署高師浜出張所,6
豊中市千成,****
豊中市千里,5
豊中市役所,9
吹田市垂水,11
吹田市北消防署,9
吹田市高野台,9
東大阪市西保健センター,10
東大阪市六万寺,12
東大阪市環境衛生検査センター,17
楠葉,5
枚方市役所,5
王仁公園,6
高槻北,33
庄所,8
八尾市保健所,11
成田,
寝屋川市役所,8
