局名,ppb
西部コミュニティセンター,10
国設大阪,14
茨木市役所,4
高石中学校,18
池田市立南畑会館,10
大東市役所,12
府立修徳学院,16
貝塚市消防署,22
島本町役場,8
富田林市役所,24
南海団地,25
泉南市役所,22
緑ケ丘小学校,22
三日市公民館,10
藤井寺市役所,20
岸和田中央公園,21
佐野中学校,16
泉大津市役所,22
豊能町役場,1
此花区役所,11
平尾小学校,12
野中小学校,12
桃谷中学校,15
大宮中学校,13
聖賢小学校,13
清江小学校,14
摂陽中学校,17
今宮中学校,14
九条南小学校,8
茨田北小学校,14
南港中央公園,11
出来島小学校,3
少林寺,18
浜寺,20
三宝,12
若松台,21
石津,18
登美丘,22
深井,17
美原,16
金岡南,22
高石消防署高師浜出張所,12
豊中市千成,9
豊中市千里,11
豊中市役所,9
吹田市垂水,5
吹田市北消防署,13
吹田市高野台,12
東大阪市西保健センター,17
東大阪市六万寺,16
東大阪市環境衛生検査センター,15
楠葉,11
枚方市役所,8
王仁公園,5
高槻北,18
庄所,15
八尾市保健所,15
成田,
寝屋川市役所,6
