局名,ppb
西部コミュニティセンター,48
国設大阪,62
茨木市役所,37
高石中学校,45
池田市立南畑会館,54
大東市役所,43
府立修徳学院,37
貝塚市消防署,39
島本町役場,36
富田林市役所,33
南海団地,41
泉南市役所,44
緑ケ丘小学校,43
三日市公民館,33
藤井寺市役所,39
岸和田中央公園,45
佐野中学校,38
泉大津市役所,49
豊能町役場,25
此花区役所,56
平尾小学校,58
野中小学校,46
桃谷中学校,67
大宮中学校,52
聖賢小学校,57
清江小学校,64
摂陽中学校,58
今宮中学校,60
九条南小学校,59
茨田北小学校,58
南港中央公園,59
出来島小学校,36
少林寺,62
浜寺,49
三宝,52
若松台,34
石津,56
登美丘,42
深井,40
美原,30
金岡南,50
高石消防署高師浜出張所,43
豊中市千成,51
豊中市千里,46
豊中市役所,50
吹田市垂水,45
吹田市北消防署,52
吹田市高野台,55
東大阪市西保健センター,69
東大阪市六万寺,44
東大阪市環境衛生検査センター,62
楠葉,46
枚方市役所,43
王仁公園,26
高槻北,39
庄所,47
八尾市保健所,28
成田,
寝屋川市役所,37
