局名,ppb
西部コミュニティセンター,15
国設大阪,16
茨木市役所,12
高石中学校,14
池田市立南畑会館,13
大東市役所,14
府立修徳学院,9
貝塚市消防署,18
島本町役場,18
富田林市役所,****
南海団地,17
泉南市役所,16
緑ケ丘小学校,15
三日市公民館,13
藤井寺市役所,15
岸和田中央公園,16
佐野中学校,13
泉大津市役所,15
豊能町役場,15
此花区役所,13
平尾小学校,12
野中小学校,14
桃谷中学校,13
大宮中学校,15
聖賢小学校,14
清江小学校,9
摂陽中学校,13
今宮中学校,10
九条南小学校,14
茨田北小学校,17
南港中央公園,8
出来島小学校,9
少林寺,13
浜寺,15
三宝,12
若松台,14
石津,14
登美丘,14
深井,13
美原,10
金岡南,14
高石消防署高師浜出張所,12
豊中市千成,16
豊中市千里,12
豊中市役所,14
吹田市垂水,15
吹田市北消防署,16
吹田市高野台,15
東大阪市西保健センター,15
東大阪市六万寺,12
東大阪市環境衛生検査センター,11
楠葉,15
枚方市役所,15
王仁公園,13
高槻北,37
庄所,15
八尾市保健所,12
成田,
寝屋川市役所,19
