局名,ppb
西部コミュニティセンター,30
国設大阪,22
茨木市役所,38
高石中学校,44
池田市立南畑会館,61
大東市役所,34
府立修徳学院,44
貝塚市消防署,45
島本町役場,68
富田林市役所,57
南海団地,55
泉南市役所,52
緑ケ丘小学校,52
三日市公民館,58
藤井寺市役所,46
岸和田中央公園,53
佐野中学校,50
泉大津市役所,52
豊能町役場,68
此花区役所,33
平尾小学校,31
野中小学校,31
桃谷中学校,28
大宮中学校,33
聖賢小学校,30
清江小学校,32
摂陽中学校,28
今宮中学校,31
九条南小学校,29
茨田北小学校,25
南港中央公園,40
出来島小学校,29
少林寺,38
浜寺,43
三宝,36
若松台,57
石津,46
登美丘,49
深井,46
美原,38
金岡南,37
高石消防署高師浜出張所,43
豊中市千成,31
豊中市千里,49
豊中市役所,49
吹田市垂水,39
吹田市北消防署,58
吹田市高野台,50
東大阪市西保健センター,33
東大阪市六万寺,39
東大阪市環境衛生検査センター,30
楠葉,70
枚方市役所,61
王仁公園,63
高槻北,62
庄所,64
八尾市保健所,37
成田,
寝屋川市役所,49
