局名,ppb
西部コミュニティセンター,3
国設大阪,4
茨木市役所,9
高石中学校,6
池田市立南畑会館,16
大東市役所,10
府立修徳学院,13
貝塚市消防署,17
島本町役場,5
富田林市役所,9
南海団地,21
泉南市役所,16
緑ケ丘小学校,10
三日市公民館,9
藤井寺市役所,13
岸和田中央公園,9
佐野中学校,10
泉大津市役所,8
豊能町役場,14
此花区役所,2
平尾小学校,11
野中小学校,4
桃谷中学校,3
大宮中学校,6
聖賢小学校,4
清江小学校,10
摂陽中学校,7
今宮中学校,9
九条南小学校,5
茨田北小学校,4
南港中央公園,2
出来島小学校,3
少林寺,11
浜寺,10
三宝,11
若松台,17
石津,8
登美丘,8
深井,8
美原,4
金岡南,10
高石消防署高師浜出張所,3
豊中市千成,5
豊中市千里,8
豊中市役所,6
吹田市垂水,6
吹田市北消防署,7
吹田市高野台,4
東大阪市西保健センター,2
東大阪市六万寺,11
東大阪市環境衛生検査センター,2
楠葉,8
枚方市役所,11
王仁公園,12
高槻北,15
庄所,10
八尾市保健所,6
成田,
寝屋川市役所,9
