局名,ppb
西部コミュニティセンター,22
国設大阪,20
茨木市役所,20
高石中学校,18
池田市立南畑会館,20
大東市役所,18
府立修徳学院,17
貝塚市消防署,22
島本町役場,21
富田林市役所,24
南海団地,24
泉南市役所,25
緑ケ丘小学校,19
三日市公民館,20
藤井寺市役所,17
岸和田中央公園,22
佐野中学校,24
泉大津市役所,21
豊能町役場,25
此花区役所,14
平尾小学校,19
野中小学校,20
桃谷中学校,19
大宮中学校,22
聖賢小学校,19
清江小学校,17
摂陽中学校,15
今宮中学校,20
九条南小学校,21
茨田北小学校,21
南港中央公園,11
出来島小学校,16
少林寺,15
浜寺,22
三宝,18
若松台,22
石津,18
登美丘,20
深井,19
美原,10
金岡南,18
高石消防署高師浜出張所,18
豊中市千成,21
豊中市千里,15
豊中市役所,18
吹田市垂水,21
吹田市北消防署,16
吹田市高野台,19
東大阪市西保健センター,20
東大阪市六万寺,21
東大阪市環境衛生検査センター,12
楠葉,18
枚方市役所,20
王仁公園,17
高槻北,22
庄所,21
八尾市保健所,19
成田,
寝屋川市役所,16
