局名,ppb
西部コミュニティセンター,12
国設大阪,15
茨木市役所,19
高石中学校,13
池田市立南畑会館,15
大東市役所,11
府立修徳学院,10
貝塚市消防署,17
島本町役場,6
富田林市役所,****
南海団地,20
泉南市役所,17
緑ケ丘小学校,16
三日市公民館,5
藤井寺市役所,15
岸和田中央公園,19
佐野中学校,21
泉大津市役所,13
豊能町役場,25
此花区役所,9
平尾小学校,18
野中小学校,13
桃谷中学校,15
大宮中学校,10
聖賢小学校,14
清江小学校,16
摂陽中学校,12
今宮中学校,17
九条南小学校,14
茨田北小学校,10
南港中央公園,5
出来島小学校,11
少林寺,15
浜寺,12
三宝,16
若松台,17
石津,14
登美丘,14
深井,16
美原,6
金岡南,13
高石消防署高師浜出張所,11
豊中市千成,16
豊中市千里,10
豊中市役所,14
吹田市垂水,15
吹田市北消防署,16
吹田市高野台,17
東大阪市西保健センター,13
東大阪市六万寺,16
東大阪市環境衛生検査センター,9
楠葉,8
枚方市役所,10
王仁公園,11
高槻北,23
庄所,8
八尾市保健所,14
成田,
寝屋川市役所,9
