局名,ppb
西部コミュニティセンター,46
国設大阪,42
茨木市役所,43
高石中学校,41
池田市立南畑会館,49
大東市役所,43
府立修徳学院,34
貝塚市消防署,48
島本町役場,51
富田林市役所,43
南海団地,50
泉南市役所,51
緑ケ丘小学校,44
三日市公民館,42
藤井寺市役所,48
岸和田中央公園,53
佐野中学校,51
泉大津市役所,51
豊能町役場,40
此花区役所,40
平尾小学校,40
野中小学校,47
桃谷中学校,41
大宮中学校,48
聖賢小学校,44
清江小学校,40
摂陽中学校,44
今宮中学校,45
九条南小学校,40
茨田北小学校,48
南港中央公園,40
出来島小学校,33
少林寺,40
浜寺,44
三宝,40
若松台,41
石津,47
登美丘,43
深井,43
美原,35
金岡南,44
高石消防署高師浜出張所,42
豊中市千成,47
豊中市千里,44
豊中市役所,46
吹田市垂水,51
吹田市北消防署,50
吹田市高野台,50
東大阪市西保健センター,48
東大阪市六万寺,50
東大阪市環境衛生検査センター,45
楠葉,50
枚方市役所,55
王仁公園,49
高槻北,48
庄所,50
八尾市保健所,50
成田,
寝屋川市役所,44
