局名,ppb
西部コミュニティセンター,10
国設大阪,11
茨木市役所,6
高石中学校,11
池田市立南畑会館,13
大東市役所,12
府立修徳学院,12
貝塚市消防署,13
島本町役場,14
富田林市役所,18
南海団地,13
泉南市役所,12
緑ケ丘小学校,14
三日市公民館,16
藤井寺市役所,17
岸和田中央公園,9
佐野中学校,8
泉大津市役所,21
豊能町役場,16
此花区役所,8
平尾小学校,5
野中小学校,12
桃谷中学校,7
大宮中学校,13
聖賢小学校,11
清江小学校,5
摂陽中学校,7
今宮中学校,5
九条南小学校,8
茨田北小学校,10
南港中央公園,3
出来島小学校,8
少林寺,5
浜寺,12
三宝,5
若松台,16
石津,7
登美丘,16
深井,18
美原,15
金岡南,14
高石消防署高師浜出張所,5
豊中市千成,12
豊中市千里,7
豊中市役所,11
吹田市垂水,11
吹田市北消防署,11
吹田市高野台,10
東大阪市西保健センター,12
東大阪市六万寺,14
東大阪市環境衛生検査センター,10
楠葉,13
枚方市役所,13
王仁公園,14
高槻北,34
庄所,14
八尾市保健所,13
成田,
寝屋川市役所,13
