局名,ppb
西部コミュニティセンター,19
国設大阪,18
茨木市役所,19
高石中学校,21
池田市立南畑会館,19
大東市役所,20
府立修徳学院,17
貝塚市消防署,35
島本町役場,17
富田林市役所,23
南海団地,33
泉南市役所,33
緑ケ丘小学校,27
三日市公民館,24
藤井寺市役所,21
岸和田中央公園,28
佐野中学校,33
泉大津市役所,19
豊能町役場,19
此花区役所,17
平尾小学校,21
野中小学校,****
桃谷中学校,25
大宮中学校,22
聖賢小学校,24
清江小学校,24
摂陽中学校,23
今宮中学校,28
九条南小学校,17
茨田北小学校,25
南港中央公園,11
出来島小学校,20
少林寺,17
浜寺,22
三宝,24
若松台,24
石津,20
登美丘,21
深井,22
美原,11
金岡南,23
高石消防署高師浜出張所,17
豊中市千成,19
豊中市千里,15
豊中市役所,19
吹田市垂水,19
吹田市北消防署,19
吹田市高野台,19
東大阪市西保健センター,25
東大阪市六万寺,17
東大阪市環境衛生検査センター,29
楠葉,16
枚方市役所,19
王仁公園,****
高槻北,25
庄所,22
八尾市保健所,19
成田,
寝屋川市役所,17
