局名,ppb
西部コミュニティセンター,41
国設大阪,48
茨木市役所,53
高石中学校,27
池田市立南畑会館,55
大東市役所,49
府立修徳学院,24
貝塚市消防署,22
島本町役場,37
富田林市役所,****
南海団地,15
泉南市役所,17
緑ケ丘小学校,15
三日市公民館,19
藤井寺市役所,39
岸和田中央公園,23
佐野中学校,21
泉大津市役所,24
豊能町役場,58
此花区役所,48
平尾小学校,48
野中小学校,45
桃谷中学校,44
大宮中学校,40
聖賢小学校,40
清江小学校,45
摂陽中学校,27
今宮中学校,46
九条南小学校,49
茨田北小学校,44
南港中央公園,43
出来島小学校,46
少林寺,42
浜寺,35
三宝,45
若松台,27
石津,33
登美丘,39
深井,39
美原,32
金岡南,40
高石消防署高師浜出張所,25
豊中市千成,51
豊中市千里,45
豊中市役所,49
吹田市垂水,48
吹田市北消防署,32
吹田市高野台,31
東大阪市西保健センター,41
東大阪市六万寺,45
東大阪市環境衛生検査センター,42
楠葉,49
枚方市役所,44
王仁公園,48
高槻北,60
庄所,55
八尾市保健所,36
成田,
寝屋川市役所,43
