局名,ppb
西部コミュニティセンター,21
国設大阪,19
茨木市役所,21
高石中学校,27
池田市立南畑会館,20
大東市役所,22
府立修徳学院,16
貝塚市消防署,30
島本町役場,19
富田林市役所,29
南海団地,36
泉南市役所,35
緑ケ丘小学校,30
三日市公民館,18
藤井寺市役所,29
岸和田中央公園,31
佐野中学校,26
泉大津市役所,29
豊能町役場,17
此花区役所,****
平尾小学校,26
野中小学校,20
桃谷中学校,21
大宮中学校,****
聖賢小学校,****
清江小学校,18
摂陽中学校,****
今宮中学校,27
九条南小学校,****
茨田北小学校,****
南港中央公園,18
出来島小学校,15
少林寺,24
浜寺,29
三宝,20
若松台,27
石津,26
登美丘,30
深井,30
美原,23
金岡南,30
高石消防署高師浜出張所,25
豊中市千成,20
豊中市千里,16
豊中市役所,19
吹田市垂水,21
吹田市北消防署,19
吹田市高野台,21
東大阪市西保健センター,24
東大阪市六万寺,16
東大阪市環境衛生検査センター,18
楠葉,24
枚方市役所,23
王仁公園,19
高槻北,26
庄所,22
八尾市保健所,23
成田,
寝屋川市役所,20
