局名,ppb
西部コミュニティセンター,5
国設大阪,6
茨木市役所,3
高石中学校,8
池田市立南畑会館,4
大東市役所,6
府立修徳学院,7
貝塚市消防署,13
島本町役場,7
富田林市役所,13
南海団地,7
泉南市役所,****
緑ケ丘小学校,11
三日市公民館,10
藤井寺市役所,7
岸和田中央公園,10
佐野中学校,9
泉大津市役所,9
豊能町役場,8
此花区役所,2
平尾小学校,3
野中小学校,2
桃谷中学校,6
大宮中学校,4
聖賢小学校,6
清江小学校,4
摂陽中学校,1
今宮中学校,3
九条南小学校,4
茨田北小学校,8
南港中央公園,0
出来島小学校,2
少林寺,4
浜寺,8
三宝,5
若松台,9
石津,5
登美丘,7
深井,7
美原,4
金岡南,6
高石消防署高師浜出張所,7
豊中市千成,2
豊中市千里,1
豊中市役所,2
吹田市垂水,2
吹田市北消防署,4
吹田市高野台,2
東大阪市西保健センター,5
東大阪市六万寺,4
東大阪市環境衛生検査センター,5
楠葉,7
枚方市役所,6
王仁公園,7
高槻北,13
庄所,6
八尾市保健所,5
成田,
寝屋川市役所,6
