局名,ppb
西部コミュニティセンター,26
国設大阪,26
茨木市役所,23
高石中学校,15
池田市立南畑会館,26
大東市役所,28
府立修徳学院,15
貝塚市消防署,14
島本町役場,26
富田林市役所,16
南海団地,15
泉南市役所,****
緑ケ丘小学校,10
三日市公民館,7
藤井寺市役所,19
岸和田中央公園,13
佐野中学校,11
泉大津市役所,13
豊能町役場,27
此花区役所,24
平尾小学校,26
野中小学校,27
桃谷中学校,23
大宮中学校,27
聖賢小学校,27
清江小学校,17
摂陽中学校,18
今宮中学校,28
九条南小学校,22
茨田北小学校,29
南港中央公園,19
出来島小学校,17
少林寺,19
浜寺,18
三宝,18
若松台,13
石津,19
登美丘,16
深井,13
美原,10
金岡南,17
高石消防署高師浜出張所,10
豊中市千成,27
豊中市千里,23
豊中市役所,25
吹田市垂水,27
吹田市北消防署,28
吹田市高野台,27
東大阪市西保健センター,25
東大阪市六万寺,27
東大阪市環境衛生検査センター,21
楠葉,30
枚方市役所,34
王仁公園,26
高槻北,41
庄所,31
八尾市保健所,21
成田,
寝屋川市役所,30
