局名,ppb
西部コミュニティセンター,44
国設大阪,37
茨木市役所,36
高石中学校,46
池田市立南畑会館,45
大東市役所,41
府立修徳学院,38
貝塚市消防署,46
島本町役場,45
富田林市役所,****
南海団地,51
泉南市役所,48
緑ケ丘小学校,49
三日市公民館,46
藤井寺市役所,43
岸和田中央公園,50
佐野中学校,46
泉大津市役所,46
豊能町役場,45
此花区役所,39
平尾小学校,37
野中小学校,42
桃谷中学校,36
大宮中学校,43
聖賢小学校,38
清江小学校,39
摂陽中学校,35
今宮中学校,37
九条南小学校,37
茨田北小学校,44
南港中央公園,34
出来島小学校,29
少林寺,39
浜寺,45
三宝,32
若松台,51
石津,40
登美丘,48
深井,47
美原,35
金岡南,46
高石消防署高師浜出張所,36
豊中市千成,43
豊中市千里,39
豊中市役所,42
吹田市垂水,42
吹田市北消防署,44
吹田市高野台,43
東大阪市西保健センター,38
東大阪市六万寺,40
東大阪市環境衛生検査センター,37
楠葉,47
枚方市役所,46
王仁公園,44
高槻北,53
庄所,46
八尾市保健所,37
成田,
寝屋川市役所,42
