局名,ppb
西部コミュニティセンター,31
国設大阪,32
茨木市役所,23
高石中学校,35
池田市立南畑会館,31
大東市役所,33
府立修徳学院,31
貝塚市消防署,37
島本町役場,29
富田林市役所,39
南海団地,38
泉南市役所,39
緑ケ丘小学校,39
三日市公民館,39
藤井寺市役所,38
岸和田中央公園,41
佐野中学校,36
泉大津市役所,37
豊能町役場,30
此花区役所,26
平尾小学校,32
野中小学校,28
桃谷中学校,32
大宮中学校,32
聖賢小学校,32
清江小学校,32
摂陽中学校,32
今宮中学校,33
九条南小学校,29
茨田北小学校,36
南港中央公園,24
出来島小学校,22
少林寺,38
浜寺,35
三宝,31
若松台,39
石津,39
登美丘,****
深井,38
美原,31
金岡南,37
高石消防署高師浜出張所,30
豊中市千成,28
豊中市千里,23
豊中市役所,23
吹田市垂水,26
吹田市北消防署,29
吹田市高野台,27
東大阪市西保健センター,32
東大阪市六万寺,34
東大阪市環境衛生検査センター,33
楠葉,27
枚方市役所,27
王仁公園,25
高槻北,33
庄所,31
八尾市保健所,33
成田,
寝屋川市役所,28
