局名,ppb
西部コミュニティセンター,37
国設大阪,41
茨木市役所,37
高石中学校,39
池田市立南畑会館,44
大東市役所,21
府立修徳学院,17
貝塚市消防署,41
島本町役場,36
富田林市役所,37
南海団地,44
泉南市役所,45
緑ケ丘小学校,37
三日市公民館,34
藤井寺市役所,34
岸和田中央公園,41
佐野中学校,43
泉大津市役所,39
豊能町役場,44
此花区役所,38
平尾小学校,36
野中小学校,38
桃谷中学校,40
大宮中学校,40
聖賢小学校,40
清江小学校,36
摂陽中学校,35
今宮中学校,37
九条南小学校,36
茨田北小学校,19
南港中央公園,40
出来島小学校,34
少林寺,30
浜寺,42
三宝,39
若松台,39
石津,41
登美丘,36
深井,39
美原,34
金岡南,38
高石消防署高師浜出張所,35
豊中市千成,44
豊中市千里,****
豊中市役所,40
吹田市垂水,41
吹田市北消防署,43
吹田市高野台,38
東大阪市西保健センター,28
東大阪市六万寺,12
東大阪市環境衛生検査センター,9
楠葉,40
枚方市役所,40
王仁公園,33
高槻北,****
庄所,41
八尾市保健所,12
成田,
寝屋川市役所,39
