局名,ppb
西部コミュニティセンター,37
国設大阪,39
茨木市役所,38
高石中学校,26
池田市立南畑会館,40
大東市役所,39
府立修徳学院,37
貝塚市消防署,41
島本町役場,36
富田林市役所,40
南海団地,43
泉南市役所,45
緑ケ丘小学校,40
三日市公民館,35
藤井寺市役所,37
岸和田中央公園,38
佐野中学校,44
泉大津市役所,34
豊能町役場,40
此花区役所,****
平尾小学校,39
野中小学校,35
桃谷中学校,40
大宮中学校,****
聖賢小学校,****
清江小学校,37
摂陽中学校,****
今宮中学校,38
九条南小学校,****
茨田北小学校,****
南港中央公園,27
出来島小学校,35
少林寺,37
浜寺,40
三宝,40
若松台,34
石津,38
登美丘,37
深井,37
美原,36
金岡南,39
高石消防署高師浜出張所,32
豊中市千成,****
豊中市千里,41
豊中市役所,****
吹田市垂水,40
吹田市北消防署,41
吹田市高野台,38
東大阪市西保健センター,39
東大阪市六万寺,38
東大阪市環境衛生検査センター,35
楠葉,41
枚方市役所,38
王仁公園,39
高槻北,****
庄所,38
八尾市保健所,40
成田,
寝屋川市役所,38
