局名,ppb
西部コミュニティセンター,33
国設大阪,34
茨木市役所,35
高石中学校,31
池田市立南畑会館,35
大東市役所,34
府立修徳学院,34
貝塚市消防署,34
島本町役場,34
富田林市役所,36
南海団地,34
泉南市役所,36
緑ケ丘小学校,33
三日市公民館,33
藤井寺市役所,33
岸和田中央公園,34
佐野中学校,32
泉大津市役所,32
豊能町役場,36
此花区役所,32
平尾小学校,32
野中小学校,35
桃谷中学校,34
大宮中学校,33
聖賢小学校,33
清江小学校,32
摂陽中学校,32
今宮中学校,32
九条南小学校,31
茨田北小学校,35
南港中央公園,31
出来島小学校,28
少林寺,33
浜寺,36
三宝,35
若松台,35
石津,36
登美丘,35
深井,34
美原,32
金岡南,35
高石消防署高師浜出張所,32
豊中市千成,34
豊中市千里,31
豊中市役所,30
吹田市垂水,34
吹田市北消防署,35
吹田市高野台,28
東大阪市西保健センター,35
東大阪市六万寺,33
東大阪市環境衛生検査センター,30
楠葉,34
枚方市役所,34
王仁公園,33
高槻北,****
庄所,33
八尾市保健所,34
成田,
寝屋川市役所,33
