局名,ppb
西部コミュニティセンター,35
国設大阪,36
茨木市役所,35
高石中学校,38
池田市立南畑会館,39
大東市役所,40
府立修徳学院,34
貝塚市消防署,38
島本町役場,36
富田林市役所,38
南海団地,36
泉南市役所,39
緑ケ丘小学校,38
三日市公民館,36
藤井寺市役所,37
岸和田中央公園,41
佐野中学校,37
泉大津市役所,44
豊能町役場,40
此花区役所,38
平尾小学校,36
野中小学校,38
桃谷中学校,37
大宮中学校,36
聖賢小学校,35
清江小学校,36
摂陽中学校,34
今宮中学校,35
九条南小学校,34
茨田北小学校,38
南港中央公園,36
出来島小学校,33
少林寺,37
浜寺,43
三宝,35
若松台,40
石津,41
登美丘,41
深井,40
美原,37
金岡南,40
高石消防署高師浜出張所,37
豊中市千成,39
豊中市千里,37
豊中市役所,39
吹田市垂水,37
吹田市北消防署,40
吹田市高野台,36
東大阪市西保健センター,40
東大阪市六万寺,36
東大阪市環境衛生検査センター,37
楠葉,39
枚方市役所,36
王仁公園,****
高槻北,****
庄所,38
八尾市保健所,39
成田,
寝屋川市役所,35
