局名,ppb
西部コミュニティセンター,3
国設大阪,4
茨木市役所,5
高石中学校,10
池田市立南畑会館,17
大東市役所,3
府立修徳学院,14
貝塚市消防署,18
島本町役場,9
富田林市役所,15
南海団地,30
泉南市役所,27
緑ケ丘小学校,15
三日市公民館,14
藤井寺市役所,14
岸和田中央公園,12
佐野中学校,17
泉大津市役所,9
豊能町役場,8
此花区役所,3
平尾小学校,6
野中小学校,7
桃谷中学校,3
大宮中学校,3
聖賢小学校,3
清江小学校,6
摂陽中学校,9
今宮中学校,5
九条南小学校,1
茨田北小学校,4
南港中央公園,3
出来島小学校,0
少林寺,8
浜寺,6
三宝,9
若松台,15
石津,8
登美丘,18
深井,7
美原,11
金岡南,9
高石消防署高師浜出張所,13
豊中市千成,6
豊中市千里,11
豊中市役所,9
吹田市垂水,7
吹田市北消防署,9
吹田市高野台,4
東大阪市西保健センター,4
東大阪市六万寺,10
東大阪市環境衛生検査センター,7
楠葉,5
枚方市役所,4
王仁公園,****
高槻北,****
庄所,5
八尾市保健所,0
成田,
寝屋川市役所,5
