局名,ppb
西部コミュニティセンター,25
国設大阪,30
茨木市役所,24
高石中学校,18
池田市立南畑会館,35
大東市役所,32
府立修徳学院,24
貝塚市消防署,31
島本町役場,19
富田林市役所,18
南海団地,34
泉南市役所,35
緑ケ丘小学校,34
三日市公民館,18
藤井寺市役所,17
岸和田中央公園,32
佐野中学校,28
泉大津市役所,24
豊能町役場,24
此花区役所,23
平尾小学校,27
野中小学校,32
桃谷中学校,31
大宮中学校,27
聖賢小学校,29
清江小学校,20
摂陽中学校,25
今宮中学校,22
九条南小学校,21
茨田北小学校,27
南港中央公園,17
出来島小学校,23
少林寺,16
浜寺,18
三宝,24
若松台,12
石津,17
登美丘,21
深井,23
美原,18
金岡南,25
高石消防署高師浜出張所,20
豊中市千成,32
豊中市千里,33
豊中市役所,27
吹田市垂水,30
吹田市北消防署,31
吹田市高野台,30
東大阪市西保健センター,32
東大阪市六万寺,24
東大阪市環境衛生検査センター,25
楠葉,26
枚方市役所,29
王仁公園,****
高槻北,****
庄所,31
八尾市保健所,26
成田,
寝屋川市役所,30
