局名,ppb
西部コミュニティセンター,39
国設大阪,37
茨木市役所,32
高石中学校,43
池田市立南畑会館,43
大東市役所,41
府立修徳学院,41
貝塚市消防署,45
島本町役場,39
富田林市役所,48
南海団地,45
泉南市役所,49
緑ケ丘小学校,43
三日市公民館,46
藤井寺市役所,44
岸和田中央公園,46
佐野中学校,****
泉大津市役所,49
豊能町役場,41
此花区役所,42
平尾小学校,39
野中小学校,40
桃谷中学校,41
大宮中学校,40
聖賢小学校,38
清江小学校,39
摂陽中学校,31
今宮中学校,38
九条南小学校,36
茨田北小学校,34
南港中央公園,37
出来島小学校,29
少林寺,43
浜寺,46
三宝,39
若松台,47
石津,40
登美丘,46
深井,46
美原,****
金岡南,47
高石消防署高師浜出張所,37
豊中市千成,42
豊中市千里,38
豊中市役所,42
吹田市垂水,40
吹田市北消防署,43
吹田市高野台,42
東大阪市西保健センター,40
東大阪市六万寺,42
東大阪市環境衛生検査センター,38
楠葉,42
枚方市役所,40
王仁公園,****
高槻北,****
庄所,44
八尾市保健所,45
成田,
寝屋川市役所,40
