局名,ppb
西部コミュニティセンター,33
国設大阪,35
茨木市役所,35
高石中学校,38
池田市立南畑会館,36
大東市役所,36
府立修徳学院,30
貝塚市消防署,43
島本町役場,35
富田林市役所,39
南海団地,42
泉南市役所,45
緑ケ丘小学校,43
三日市公民館,38
藤井寺市役所,32
岸和田中央公園,42
佐野中学校,44
泉大津市役所,44
豊能町役場,39
此花区役所,37
平尾小学校,32
野中小学校,40
桃谷中学校,35
大宮中学校,36
聖賢小学校,36
清江小学校,****
摂陽中学校,31
今宮中学校,****
九条南小学校,30
茨田北小学校,38
南港中央公園,****
出来島小学校,****
少林寺,37
浜寺,42
三宝,31
若松台,42
石津,36
登美丘,38
深井,39
美原,35
金岡南,37
高石消防署高師浜出張所,38
豊中市千成,38
豊中市千里,35
豊中市役所,36
吹田市垂水,35
吹田市北消防署,37
吹田市高野台,34
東大阪市西保健センター,36
東大阪市六万寺,32
東大阪市環境衛生検査センター,36
楠葉,37
枚方市役所,35
王仁公園,****
高槻北,****
庄所,35
八尾市保健所,32
成田,
寝屋川市役所,34
