局名,ppb
西部コミュニティセンター,26
国設大阪,29
茨木市役所,8
高石中学校,19
池田市立南畑会館,24
大東市役所,23
府立修徳学院,16
貝塚市消防署,26
島本町役場,14
富田林市役所,19
南海団地,37
泉南市役所,32
緑ケ丘小学校,26
三日市公民館,19
藤井寺市役所,18
岸和田中央公園,26
佐野中学校,25
泉大津市役所,16
豊能町役場,12
此花区役所,33
平尾小学校,34
野中小学校,29
桃谷中学校,30
大宮中学校,31
聖賢小学校,28
清江小学校,28
摂陽中学校,29
今宮中学校,34
九条南小学校,31
茨田北小学校,27
南港中央公園,35
出来島小学校,18
少林寺,31
浜寺,21
三宝,27
若松台,20
石津,27
登美丘,25
深井,21
美原,16
金岡南,26
高石消防署高師浜出張所,16
豊中市千成,25
豊中市千里,17
豊中市役所,18
吹田市垂水,25
吹田市北消防署,21
吹田市高野台,14
東大阪市西保健センター,23
東大阪市六万寺,24
東大阪市環境衛生検査センター,18
楠葉,12
枚方市役所,10
王仁公園,16
高槻北,****
庄所,8
八尾市保健所,23
成田,
寝屋川市役所,19
