局名,ppb
西部コミュニティセンター,38
国設大阪,38
茨木市役所,35
高石中学校,37
池田市立南畑会館,39
大東市役所,38
府立修徳学院,39
貝塚市消防署,41
島本町役場,32
富田林市役所,40
南海団地,41
泉南市役所,43
緑ケ丘小学校,42
三日市公民館,41
藤井寺市役所,40
岸和田中央公園,40
佐野中学校,40
泉大津市役所,44
豊能町役場,37
此花区役所,40
平尾小学校,39
野中小学校,41
桃谷中学校,39
大宮中学校,39
聖賢小学校,39
清江小学校,38
摂陽中学校,39
今宮中学校,37
九条南小学校,38
茨田北小学校,40
南港中央公園,38
出来島小学校,36
少林寺,40
浜寺,42
三宝,43
若松台,36
石津,41
登美丘,39
深井,41
美原,38
金岡南,40
高石消防署高師浜出張所,38
豊中市千成,41
豊中市千里,39
豊中市役所,39
吹田市垂水,38
吹田市北消防署,40
吹田市高野台,39
東大阪市西保健センター,42
東大阪市六万寺,38
東大阪市環境衛生検査センター,35
楠葉,34
枚方市役所,35
王仁公園,****
高槻北,****
庄所,37
八尾市保健所,39
成田,
寝屋川市役所,
