局名,ppb
西部コミュニティセンター,27
国設大阪,32
茨木市役所,15
高石中学校,16
池田市立南畑会館,29
大東市役所,21
府立修徳学院,16
貝塚市消防署,29
島本町役場,15
富田林市役所,16
南海団地,32
泉南市役所,32
緑ケ丘小学校,15
三日市公民館,12
藤井寺市役所,18
岸和田中央公園,23
佐野中学校,29
泉大津市役所,19
豊能町役場,27
此花区役所,27
平尾小学校,26
野中小学校,24
桃谷中学校,29
大宮中学校,27
聖賢小学校,29
清江小学校,25
摂陽中学校,20
今宮中学校,29
九条南小学校,26
茨田北小学校,29
南港中央公園,29
出来島小学校,22
少林寺,26
浜寺,17
三宝,23
若松台,19
石津,23
登美丘,22
深井,16
美原,16
金岡南,23
高石消防署高師浜出張所,21
豊中市千成,25
豊中市千里,28
豊中市役所,24
吹田市垂水,28
吹田市北消防署,30
吹田市高野台,18
東大阪市西保健センター,18
東大阪市六万寺,21
東大阪市環境衛生検査センター,12
楠葉,24
枚方市役所,16
王仁公園,19
高槻北,****
庄所,15
八尾市保健所,17
成田,
寝屋川市役所,17
