局名,ppb
西部コミュニティセンター,35
国設大阪,39
茨木市役所,37
高石中学校,37
池田市立南畑会館,44
大東市役所,38
府立修徳学院,26
貝塚市消防署,43
島本町役場,26
富田林市役所,38
南海団地,45
泉南市役所,46
緑ケ丘小学校,41
三日市公民館,33
藤井寺市役所,34
岸和田中央公園,42
佐野中学校,44
泉大津市役所,39
豊能町役場,43
此花区役所,36
平尾小学校,37
野中小学校,39
桃谷中学校,39
大宮中学校,39
聖賢小学校,39
清江小学校,36
摂陽中学校,37
今宮中学校,37
九条南小学校,37
茨田北小学校,39
南港中央公園,37
出来島小学校,24
少林寺,29
浜寺,42
三宝,36
若松台,38
石津,36
登美丘,38
深井,34
美原,33
金岡南,40
高石消防署高師浜出張所,35
豊中市千成,44
豊中市千里,****
豊中市役所,39
吹田市垂水,40
吹田市北消防署,43
吹田市高野台,39
東大阪市西保健センター,39
東大阪市六万寺,34
東大阪市環境衛生検査センター,35
楠葉,39
枚方市役所,40
王仁公園,33
高槻北,****
庄所,41
八尾市保健所,36
成田,
寝屋川市役所,37
