局名,ppb
西部コミュニティセンター,30
国設大阪,29
茨木市役所,33
高石中学校,35
池田市立南畑会館,34
大東市役所,30
府立修徳学院,30
貝塚市消防署,36
島本町役場,32
富田林市役所,38
南海団地,38
泉南市役所,40
緑ケ丘小学校,38
三日市公民館,37
藤井寺市役所,34
岸和田中央公園,37
佐野中学校,37
泉大津市役所,41
豊能町役場,35
此花区役所,31
平尾小学校,33
野中小学校,33
桃谷中学校,32
大宮中学校,32
聖賢小学校,27
清江小学校,35
摂陽中学校,32
今宮中学校,32
九条南小学校,29
茨田北小学校,31
南港中央公園,33
出来島小学校,29
少林寺,35
浜寺,38
三宝,30
若松台,39
石津,39
登美丘,36
深井,36
美原,36
金岡南,37
高石消防署高師浜出張所,36
豊中市千成,33
豊中市千里,35
豊中市役所,34
吹田市垂水,32
吹田市北消防署,36
吹田市高野台,31
東大阪市西保健センター,34
東大阪市六万寺,28
東大阪市環境衛生検査センター,31
楠葉,35
枚方市役所,33
王仁公園,****
高槻北,****
庄所,33
八尾市保健所,34
成田,
寝屋川市役所,30
