局名,ppb
西部コミュニティセンター,13
国設大阪,12
茨木市役所,15
高石中学校,19
池田市立南畑会館,21
大東市役所,22
府立修徳学院,****
貝塚市消防署,15
島本町役場,20
富田林市役所,25
南海団地,19
泉南市役所,21
緑ケ丘小学校,31
三日市公民館,27
藤井寺市役所,21
岸和田中央公園,13
佐野中学校,16
泉大津市役所,****
豊能町役場,28
此花区役所,****
平尾小学校,18
野中小学校,17
桃谷中学校,18
大宮中学校,12
聖賢小学校,16
清江小学校,23
摂陽中学校,15
今宮中学校,17
九条南小学校,13
茨田北小学校,14
南港中央公園,5
出来島小学校,14
少林寺,24
浜寺,24
三宝,29
若松台,25
石津,24
登美丘,22
深井,25
美原,17
金岡南,24
高石消防署高師浜出張所,6
豊中市千成,****
豊中市千里,14
豊中市役所,16
吹田市垂水,18
吹田市北消防署,18
吹田市高野台,13
東大阪市西保健センター,24
東大阪市六万寺,23
東大阪市環境衛生検査センター,13
楠葉,18
枚方市役所,15
王仁公園,14
高槻北,****
庄所,20
八尾市保健所,23
成田,
寝屋川市役所,13
