局名,ppb
西部コミュニティセンター,2
国設大阪,8
茨木市役所,1
高石中学校,17
池田市立南畑会館,15
大東市役所,7
府立修徳学院,17
貝塚市消防署,29
島本町役場,3
富田林市役所,20
南海団地,36
泉南市役所,32
緑ケ丘小学校,24
三日市公民館,20
藤井寺市役所,20
岸和田中央公園,18
佐野中学校,21
泉大津市役所,25
豊能町役場,10
此花区役所,2
平尾小学校,13
野中小学校,2
桃谷中学校,11
大宮中学校,1
聖賢小学校,11
清江小学校,17
摂陽中学校,10
今宮中学校,5
九条南小学校,16
茨田北小学校,7
南港中央公園,2
出来島小学校,1
少林寺,14
浜寺,24
三宝,21
若松台,29
石津,19
登美丘,34
深井,24
美原,17
金岡南,28
高石消防署高師浜出張所,20
豊中市千成,1
豊中市千里,3
豊中市役所,1
吹田市垂水,1
吹田市北消防署,2
吹田市高野台,1
東大阪市西保健センター,18
東大阪市六万寺,7
東大阪市環境衛生検査センター,13
楠葉,10
枚方市役所,5
王仁公園,****
高槻北,****
庄所,0
八尾市保健所,17
成田,
寝屋川市役所,1
