局名,ppb
西部コミュニティセンター,31
国設大阪,34
茨木市役所,31
高石中学校,28
池田市立南畑会館,36
大東市役所,33
府立修徳学院,34
貝塚市消防署,36
島本町役場,31
富田林市役所,36
南海団地,38
泉南市役所,40
緑ケ丘小学校,37
三日市公民館,35
藤井寺市役所,35
岸和田中央公園,36
佐野中学校,36
泉大津市役所,38
豊能町役場,36
此花区役所,35
平尾小学校,35
野中小学校,31
桃谷中学校,35
大宮中学校,33
聖賢小学校,33
清江小学校,34
摂陽中学校,33
今宮中学校,34
九条南小学校,****
茨田北小学校,35
南港中央公園,36
出来島小学校,31
少林寺,37
浜寺,40
三宝,36
若松台,24
石津,37
登美丘,37
深井,38
美原,35
金岡南,37
高石消防署高師浜出張所,32
豊中市千成,34
豊中市千里,35
豊中市役所,34
吹田市垂水,34
吹田市北消防署,35
吹田市高野台,35
東大阪市西保健センター,36
東大阪市六万寺,31
東大阪市環境衛生検査センター,34
楠葉,33
枚方市役所,32
王仁公園,****
高槻北,****
庄所,34
八尾市保健所,34
成田,
寝屋川市役所,****
