局名,ppb
西部コミュニティセンター,14
国設大阪,24
茨木市役所,1
高石中学校,24
池田市立南畑会館,24
大東市役所,27
府立修徳学院,21
貝塚市消防署,31
島本町役場,1
富田林市役所,25
南海団地,37
泉南市役所,38
緑ケ丘小学校,25
三日市公民館,20
藤井寺市役所,20
岸和田中央公園,28
佐野中学校,28
泉大津市役所,34
豊能町役場,17
此花区役所,****
平尾小学校,24
野中小学校,5
桃谷中学校,28
大宮中学校,****
聖賢小学校,****
清江小学校,26
摂陽中学校,****
今宮中学校,26
九条南小学校,****
茨田北小学校,****
南港中央公園,34
出来島小学校,5
少林寺,23
浜寺,29
三宝,27
若松台,31
石津,28
登美丘,30
深井,26
美原,24
金岡南,30
高石消防署高師浜出張所,28
豊中市千成,3
豊中市千里,27
豊中市役所,6
吹田市垂水,****
吹田市北消防署,****
吹田市高野台,3
東大阪市西保健センター,17
東大阪市六万寺,24
東大阪市環境衛生検査センター,10
楠葉,8
枚方市役所,10
王仁公園,****
高槻北,****
庄所,1
八尾市保健所,22
成田,
寝屋川市役所,14
