局名,ppb
西部コミュニティセンター,2
国設大阪,1
茨木市役所,1
高石中学校,24
池田市立南畑会館,13
大東市役所,3
府立修徳学院,18
貝塚市消防署,31
島本町役場,0
富田林市役所,29
南海団地,35
泉南市役所,34
緑ケ丘小学校,27
三日市公民館,12
藤井寺市役所,19
岸和田中央公園,27
佐野中学校,19
泉大津市役所,31
豊能町役場,5
此花区役所,2
平尾小学校,1
野中小学校,2
桃谷中学校,3
大宮中学校,2
聖賢小学校,2
清江小学校,10
摂陽中学校,2
今宮中学校,1
九条南小学校,1
茨田北小学校,3
南港中央公園,3
出来島小学校,1
少林寺,12
浜寺,28
三宝,6
若松台,8
石津,20
登美丘,31
深井,28
美原,23
金岡南,28
高石消防署高師浜出張所,25
豊中市千成,1
豊中市千里,8
豊中市役所,1
吹田市垂水,2
吹田市北消防署,4
吹田市高野台,1
東大阪市西保健センター,9
東大阪市六万寺,18
東大阪市環境衛生検査センター,4
楠葉,1
枚方市役所,0
王仁公園,****
高槻北,****
庄所,0
八尾市保健所,12
成田,
寝屋川市役所,1
