局名,ppb
西部コミュニティセンター,5
国設大阪,7
茨木市役所,11
高石中学校,19
池田市立南畑会館,25
大東市役所,10
府立修徳学院,16
貝塚市消防署,23
島本町役場,6
富田林市役所,15
南海団地,35
泉南市役所,27
緑ケ丘小学校,20
三日市公民館,16
藤井寺市役所,12
岸和田中央公園,17
佐野中学校,20
泉大津市役所,17
豊能町役場,8
此花区役所,14
平尾小学校,12
野中小学校,17
桃谷中学校,7
大宮中学校,6
聖賢小学校,9
清江小学校,17
摂陽中学校,7
今宮中学校,12
九条南小学校,8
茨田北小学校,5
南港中央公園,3
出来島小学校,13
少林寺,10
浜寺,7
三宝,14
若松台,22
石津,9
登美丘,21
深井,17
美原,11
金岡南,12
高石消防署高師浜出張所,18
豊中市千成,4
豊中市千里,23
豊中市役所,12
吹田市垂水,16
吹田市北消防署,18
吹田市高野台,8
東大阪市西保健センター,7
東大阪市六万寺,20
東大阪市環境衛生検査センター,0
楠葉,9
枚方市役所,13
王仁公園,13
高槻北,****
庄所,10
八尾市保健所,6
成田,
寝屋川市役所,3
