局名,ppb
西部コミュニティセンター,29
国設大阪,25
茨木市役所,33
高石中学校,36
池田市立南畑会館,37
大東市役所,32
府立修徳学院,25
貝塚市消防署,40
島本町役場,31
富田林市役所,34
南海団地,39
泉南市役所,43
緑ケ丘小学校,38
三日市公民館,25
藤井寺市役所,26
岸和田中央公園,40
佐野中学校,41
泉大津市役所,42
豊能町役場,36
此花区役所,25
平尾小学校,27
野中小学校,30
桃谷中学校,30
大宮中学校,29
聖賢小学校,28
清江小学校,26
摂陽中学校,28
今宮中学校,25
九条南小学校,24
茨田北小学校,33
南港中央公園,29
出来島小学校,23
少林寺,30
浜寺,39
三宝,26
若松台,38
石津,36
登美丘,32
深井,36
美原,22
金岡南,27
高石消防署高師浜出張所,35
豊中市千成,27
豊中市千里,32
豊中市役所,32
吹田市垂水,31
吹田市北消防署,35
吹田市高野台,32
東大阪市西保健センター,32
東大阪市六万寺,29
東大阪市環境衛生検査センター,31
楠葉,37
枚方市役所,32
王仁公園,****
高槻北,****
庄所,34
八尾市保健所,27
成田,
寝屋川市役所,29
