局名,ppb
西部コミュニティセンター,36
国設大阪,38
茨木市役所,33
高石中学校,38
池田市立南畑会館,34
大東市役所,39
府立修徳学院,34
貝塚市消防署,38
島本町役場,36
富田林市役所,40
南海団地,39
泉南市役所,42
緑ケ丘小学校,40
三日市公民館,39
藤井寺市役所,40
岸和田中央公園,38
佐野中学校,40
泉大津市役所,40
豊能町役場,39
此花区役所,41
平尾小学校,40
野中小学校,38
桃谷中学校,41
大宮中学校,37
聖賢小学校,37
清江小学校,38
摂陽中学校,38
今宮中学校,42
九条南小学校,38
茨田北小学校,41
南港中央公園,41
出来島小学校,38
少林寺,40
浜寺,39
三宝,38
若松台,39
石津,40
登美丘,39
深井,37
美原,34
金岡南,38
高石消防署高師浜出張所,38
豊中市千成,42
豊中市千里,33
豊中市役所,33
吹田市垂水,36
吹田市北消防署,34
吹田市高野台,31
東大阪市西保健センター,40
東大阪市六万寺,41
東大阪市環境衛生検査センター,35
楠葉,39
枚方市役所,34
王仁公園,36
高槻北,****
庄所,38
八尾市保健所,41
成田,
寝屋川市役所,33
