局名,ppb
西部コミュニティセンター,16
国設大阪,19
茨木市役所,18
高石中学校,9
池田市立南畑会館,28
大東市役所,21
府立修徳学院,10
貝塚市消防署,11
島本町役場,22
富田林市役所,13
南海団地,20
泉南市役所,18
緑ケ丘小学校,14
三日市公民館,14
藤井寺市役所,18
岸和田中央公園,11
佐野中学校,15
泉大津市役所,10
豊能町役場,18
此花区役所,9
平尾小学校,15
野中小学校,20
桃谷中学校,17
大宮中学校,12
聖賢小学校,15
清江小学校,15
摂陽中学校,12
今宮中学校,19
九条南小学校,9
茨田北小学校,15
南港中央公園,3
出来島小学校,11
少林寺,11
浜寺,13
三宝,15
若松台,11
石津,12
登美丘,15
深井,12
美原,10
金岡南,17
高石消防署高師浜出張所,7
豊中市千成,19
豊中市千里,11
豊中市役所,20
吹田市垂水,21
吹田市北消防署,21
吹田市高野台,20
東大阪市西保健センター,12
東大阪市六万寺,16
東大阪市環境衛生検査センター,7
楠葉,20
枚方市役所,20
王仁公園,****
高槻北,****
庄所,20
八尾市保健所,22
成田,
寝屋川市役所,19
