局名,ppb
西部コミュニティセンター,20
国設大阪,
茨木市役所,10
高石中学校,19
池田市立南畑会館,18
大東市役所,16
府立修徳学院,13
貝塚市消防署,19
島本町役場,13
富田林市役所,15
南海団地,27
泉南市役所,
緑ケ丘小学校,20
三日市公民館,
藤井寺市役所,18
岸和田中央公園,
佐野中学校,
泉大津市役所,22
豊能町役場,22
此花区役所,18
平尾小学校,22
野中小学校,21
桃谷中学校,25
大宮中学校,20
聖賢小学校,23
清江小学校,18
摂陽中学校,21
今宮中学校,22
九条南小学校,25
茨田北小学校,28
南港中央公園,14
出来島小学校,18
少林寺,18
浜寺,22
三宝,22
若松台,24
石津,20
登美丘,21
深井,22
美原,18
金岡南,16
高石消防署高師浜出張所,20
豊中市千成,20
豊中市千里,8
豊中市役所,11
吹田市垂水,
吹田市北消防署,
吹田市高野台,
東大阪市西保健センター,26
東大阪市六万寺,18
東大阪市環境衛生検査センター,18
楠葉,
枚方市役所,
王仁公園,
高槻北,
庄所,
八尾市保健所,13
成田,
寝屋川市役所,
