局名,ppb
西部コミュニティセンター,17
国設大阪,
茨木市役所,10
高石中学校,19
池田市立南畑会館,14
大東市役所,24
府立修徳学院,16
貝塚市消防署,14
島本町役場,8
富田林市役所,11
南海団地,22
泉南市役所,
緑ケ丘小学校,15
三日市公民館,
藤井寺市役所,20
岸和田中央公園,
佐野中学校,
泉大津市役所,19
豊能町役場,21
此花区役所,16
平尾小学校,22
野中小学校,20
桃谷中学校,19
大宮中学校,18
聖賢小学校,19
清江小学校,19
摂陽中学校,19
今宮中学校,19
九条南小学校,15
茨田北小学校,28
南港中央公園,13
出来島小学校,13
少林寺,15
浜寺,22
三宝,20
若松台,19
石津,18
登美丘,22
深井,20
美原,20
金岡南,18
高石消防署高師浜出張所,19
豊中市千成,18
豊中市千里,7
豊中市役所,10
吹田市垂水,
吹田市北消防署,
吹田市高野台,
東大阪市西保健センター,26
東大阪市六万寺,12
東大阪市環境衛生検査センター,19
楠葉,
枚方市役所,
王仁公園,
高槻北,
庄所,
八尾市保健所,10
成田,
寝屋川市役所,
