局名,ppb
西部コミュニティセンター,4
国設大阪,5
茨木市役所,3
高石中学校,6
池田市立南畑会館,3
大東市役所,13
府立修徳学院,10
貝塚市消防署,13
島本町役場,1
富田林市役所,15
南海団地,23
泉南市役所,17
緑ケ丘小学校,19
三日市公民館,12
藤井寺市役所,6
岸和田中央公園,11
佐野中学校,11
泉大津市役所,12
豊能町役場,8
此花区役所,5
平尾小学校,8
野中小学校,8
桃谷中学校,10
大宮中学校,3
聖賢小学校,3
清江小学校,4
摂陽中学校,12
今宮中学校,8
九条南小学校,3
茨田北小学校,12
南港中央公園,10
出来島小学校,0
少林寺,3
浜寺,8
三宝,3
若松台,14
石津,10
登美丘,13
深井,5
美原,4
金岡南,6
高石消防署高師浜出張所,7
豊中市千成,6
豊中市千里,3
豊中市役所,7
吹田市垂水,12
吹田市北消防署,4
吹田市高野台,3
東大阪市西保健センター,10
東大阪市六万寺,18
東大阪市環境衛生検査センター,0
楠葉,6
枚方市役所,5
王仁公園,****
高槻北,****
庄所,2
八尾市保健所,8
成田,
寝屋川市役所,
