局名,ppb
西部コミュニティセンター,36
国設大阪,35
茨木市役所,33
高石中学校,40
池田市立南畑会館,41
大東市役所,41
府立修徳学院,39
貝塚市消防署,38
島本町役場,34
富田林市役所,46
南海団地,41
泉南市役所,42
緑ケ丘小学校,46
三日市公民館,45
藤井寺市役所,41
岸和田中央公園,37
佐野中学校,39
泉大津市役所,38
豊能町役場,45
此花区役所,33
平尾小学校,33
野中小学校,36
桃谷中学校,40
大宮中学校,39
聖賢小学校,34
清江小学校,37
摂陽中学校,36
今宮中学校,36
九条南小学校,31
茨田北小学校,41
南港中央公園,22
出来島小学校,27
少林寺,39
浜寺,45
三宝,39
若松台,45
石津,39
登美丘,41
深井,46
美原,37
金岡南,44
高石消防署高師浜出張所,33
豊中市千成,39
豊中市千里,37
豊中市役所,38
吹田市垂水,39
吹田市北消防署,40
吹田市高野台,39
東大阪市西保健センター,44
東大阪市六万寺,41
東大阪市環境衛生検査センター,40
楠葉,37
枚方市役所,38
王仁公園,****
高槻北,****
庄所,37
八尾市保健所,44
成田,
寝屋川市役所,
