局名,ppb
西部コミュニティセンター,37
国設大阪,
茨木市役所,20
高石中学校,28
池田市立南畑会館,40
大東市役所,36
府立修徳学院,39
貝塚市消防署,42
島本町役場,37
富田林市役所,42
南海団地,42
泉南市役所,43
緑ケ丘小学校,****
三日市公民館,41
藤井寺市役所,40
岸和田中央公園,40
佐野中学校,38
泉大津市役所,41
豊能町役場,41
此花区役所,34
平尾小学校,31
野中小学校,35
桃谷中学校,35
大宮中学校,36
聖賢小学校,34
清江小学校,36
摂陽中学校,24
今宮中学校,32
九条南小学校,28
茨田北小学校,35
南港中央公園,35
出来島小学校,23
少林寺,38
浜寺,39
三宝,34
若松台,42
石津,38
登美丘,35
深井,42
美原,36
金岡南,41
高石消防署高師浜出張所,29
豊中市千成,36
豊中市千里,31
豊中市役所,35
吹田市垂水,34
吹田市北消防署,37
吹田市高野台,35
東大阪市西保健センター,33
東大阪市六万寺,35
東大阪市環境衛生検査センター,35
楠葉,40
枚方市役所,34
王仁公園,****
高槻北,
庄所,
八尾市保健所,38
成田,
寝屋川市役所,
