局名,ppb
西部コミュニティセンター,21
国設大阪,22
茨木市役所,18
高石中学校,27
池田市立南畑会館,28
大東市役所,25
府立修徳学院,27
貝塚市消防署,26
島本町役場,18
富田林市役所,23
南海団地,24
泉南市役所,23
緑ケ丘小学校,25
三日市公民館,28
藤井寺市役所,26
岸和田中央公園,25
佐野中学校,25
泉大津市役所,31
豊能町役場,29
此花区役所,13
平尾小学校,25
野中小学校,****
桃谷中学校,26
大宮中学校,22
聖賢小学校,23
清江小学校,25
摂陽中学校,20
今宮中学校,****
九条南小学校,17
茨田北小学校,28
南港中央公園,17
出来島小学校,14
少林寺,20
浜寺,31
三宝,26
若松台,19
石津,25
登美丘,24
深井,27
美原,22
金岡南,27
高石消防署高師浜出張所,27
豊中市千成,21
豊中市千里,14
豊中市役所,23
吹田市垂水,20
吹田市北消防署,22
吹田市高野台,18
東大阪市西保健センター,22
東大阪市六万寺,28
東大阪市環境衛生検査センター,4
楠葉,****
枚方市役所,24
王仁公園,****
高槻北,****
庄所,****
八尾市保健所,31
成田,
寝屋川市役所,
