局名,ppb
西部コミュニティセンター,26
国設大阪,27
茨木市役所,17
高石中学校,23
池田市立南畑会館,34
大東市役所,30
府立修徳学院,26
貝塚市消防署,34
島本町役場,12
富田林市役所,23
南海団地,34
泉南市役所,38
緑ケ丘小学校,32
三日市公民館,22
藤井寺市役所,26
岸和田中央公園,30
佐野中学校,35
泉大津市役所,29
豊能町役場,20
此花区役所,21
平尾小学校,31
野中小学校,23
桃谷中学校,26
大宮中学校,25
聖賢小学校,27
清江小学校,26
摂陽中学校,24
今宮中学校,28
九条南小学校,25
茨田北小学校,26
南港中央公園,28
出来島小学校,24
少林寺,27
浜寺,27
三宝,30
若松台,22
石津,28
登美丘,29
深井,28
美原,25
金岡南,27
高石消防署高師浜出張所,25
豊中市千成,27
豊中市千里,23
豊中市役所,25
吹田市垂水,16
吹田市北消防署,17
吹田市高野台,20
東大阪市西保健センター,27
東大阪市六万寺,27
東大阪市環境衛生検査センター,29
楠葉,15
枚方市役所,21
王仁公園,****
高槻北,****
庄所,19
八尾市保健所,23
成田,
寝屋川市役所,
