局名,ppb
西部コミュニティセンター,2
国設大阪,1
茨木市役所,1
高石中学校,9
池田市立南畑会館,16
大東市役所,2
府立修徳学院,8
貝塚市消防署,20
島本町役場,1
富田林市役所,10
南海団地,31
泉南市役所,29
緑ケ丘小学校,16
三日市公民館,11
藤井寺市役所,6
岸和田中央公園,12
佐野中学校,22
泉大津市役所,16
豊能町役場,19
此花区役所,3
平尾小学校,1
野中小学校,3
桃谷中学校,2
大宮中学校,1
聖賢小学校,0
清江小学校,1
摂陽中学校,1
今宮中学校,3
九条南小学校,1
茨田北小学校,4
南港中央公園,1
出来島小学校,0
少林寺,2
浜寺,11
三宝,1
若松台,18
石津,7
登美丘,14
深井,12
美原,7
金岡南,3
高石消防署高師浜出張所,12
豊中市千成,2
豊中市千里,2
豊中市役所,2
吹田市垂水,2
吹田市北消防署,2
吹田市高野台,1
東大阪市西保健センター,5
東大阪市六万寺,2
東大阪市環境衛生検査センター,9
楠葉,2
枚方市役所,1
王仁公園,****
高槻北,****
庄所,2
八尾市保健所,6
成田,
寝屋川市役所,
