局名,ppb
西部コミュニティセンター,26
国設大阪,32
茨木市役所,33
高石中学校,38
池田市立南畑会館,36
大東市役所,30
府立修徳学院,37
貝塚市消防署,41
島本町役場,30
富田林市役所,41
南海団地,38
泉南市役所,41
緑ケ丘小学校,41
三日市公民館,40
藤井寺市役所,38
岸和田中央公園,41
佐野中学校,42
泉大津市役所,43
豊能町役場,33
此花区役所,34
平尾小学校,36
野中小学校,29
桃谷中学校,37
大宮中学校,26
聖賢小学校,31
清江小学校,37
摂陽中学校,36
今宮中学校,35
九条南小学校,32
茨田北小学校,32
南港中央公園,38
出来島小学校,27
少林寺,39
浜寺,43
三宝,37
若松台,41
石津,42
登美丘,39
深井,42
美原,39
金岡南,42
高石消防署高師浜出張所,37
豊中市千成,29
豊中市千里,31
豊中市役所,32
吹田市垂水,31
吹田市北消防署,35
吹田市高野台,32
東大阪市西保健センター,37
東大阪市六万寺,35
東大阪市環境衛生検査センター,36
楠葉,35
枚方市役所,32
王仁公園,****
高槻北,
庄所,
八尾市保健所,37
成田,
寝屋川市役所,
