局名,ppb
西部コミュニティセンター,39
国設大阪,
茨木市役所,38
高石中学校,39
池田市立南畑会館,44
大東市役所,42
府立修徳学院,40
貝塚市消防署,42
島本町役場,39
富田林市役所,44
南海団地,39
泉南市役所,
緑ケ丘小学校,42
三日市公民館,
藤井寺市役所,41
岸和田中央公園,
佐野中学校,
泉大津市役所,43
豊能町役場,43
此花区役所,38
平尾小学校,39
野中小学校,42
桃谷中学校,42
大宮中学校,40
聖賢小学校,40
清江小学校,39
摂陽中学校,38
今宮中学校,39
九条南小学校,38
茨田北小学校,41
南港中央公園,37
出来島小学校,36
少林寺,40
浜寺,46
三宝,45
若松台,42
石津,45
登美丘,38
深井,44
美原,36
金岡南,43
高石消防署高師浜出張所,40
豊中市千成,43
豊中市千里,40
豊中市役所,42
吹田市垂水,
吹田市北消防署,
吹田市高野台,
東大阪市西保健センター,44
東大阪市六万寺,40
東大阪市環境衛生検査センター,38
楠葉,
枚方市役所,
王仁公園,
高槻北,
庄所,
八尾市保健所,42
成田,
寝屋川市役所,
