局名,ppb
西部コミュニティセンター,31
国設大阪,
茨木市役所,25
高石中学校,30
池田市立南畑会館,37
大東市役所,28
府立修徳学院,35
貝塚市消防署,40
島本町役場,33
富田林市役所,36
南海団地,40
泉南市役所,39
緑ケ丘小学校,38
三日市公民館,38
藤井寺市役所,35
岸和田中央公園,37
佐野中学校,33
泉大津市役所,37
豊能町役場,****
此花区役所,32
平尾小学校,29
野中小学校,34
桃谷中学校,29
大宮中学校,****
聖賢小学校,29
清江小学校,28
摂陽中学校,16
今宮中学校,29
九条南小学校,25
茨田北小学校,32
南港中央公園,26
出来島小学校,25
少林寺,33
浜寺,37
三宝,29
若松台,36
石津,30
登美丘,31
深井,37
美原,30
金岡南,34
高石消防署高師浜出張所,26
豊中市千成,32
豊中市千里,****
豊中市役所,32
吹田市垂水,32
吹田市北消防署,37
吹田市高野台,35
東大阪市西保健センター,33
東大阪市六万寺,28
東大阪市環境衛生検査センター,29
楠葉,****
枚方市役所,31
王仁公園,****
高槻北,
庄所,
八尾市保健所,31
成田,
寝屋川市役所,
