局名,ppb
西部コミュニティセンター,26
国設大阪,
茨木市役所,31
高石中学校,34
池田市立南畑会館,41
大東市役所,3
府立修徳学院,14
貝塚市消防署,35
島本町役場,18
富田林市役所,25
南海団地,40
泉南市役所,
緑ケ丘小学校,37
三日市公民館,
藤井寺市役所,27
岸和田中央公園,39
佐野中学校,
泉大津市役所,38
豊能町役場,43
此花区役所,19
平尾小学校,22
野中小学校,24
桃谷中学校,28
大宮中学校,29
聖賢小学校,30
清江小学校,27
摂陽中学校,25
今宮中学校,17
九条南小学校,21
茨田北小学校,29
南港中央公園,27
出来島小学校,17
少林寺,29
浜寺,35
三宝,29
若松台,34
石津,34
登美丘,33
深井,32
美原,24
金岡南,28
高石消防署高師浜出張所,29
豊中市千成,24
豊中市千里,23
豊中市役所,23
吹田市垂水,31
吹田市北消防署,37
吹田市高野台,26
東大阪市西保健センター,26
東大阪市六万寺,19
東大阪市環境衛生検査センター,19
楠葉,
枚方市役所,
王仁公園,
高槻北,
庄所,
八尾市保健所,23
成田,
寝屋川市役所,
