局名,ppb
西部コミュニティセンター,21
国設大阪,31
茨木市役所,15
高石中学校,35
池田市立南畑会館,37
大東市役所,33
府立修徳学院,29
貝塚市消防署,44
島本町役場,38
富田林市役所,41
南海団地,42
泉南市役所,44
緑ケ丘小学校,43
三日市公民館,39
藤井寺市役所,34
岸和田中央公園,43
佐野中学校,44
泉大津市役所,43
豊能町役場,25
此花区役所,33
平尾小学校,29
野中小学校,23
桃谷中学校,31
大宮中学校,24
聖賢小学校,32
清江小学校,29
摂陽中学校,31
今宮中学校,27
九条南小学校,29
茨田北小学校,33
南港中央公園,32
出来島小学校,28
少林寺,38
浜寺,41
三宝,34
若松台,34
石津,38
登美丘,36
深井,37
美原,37
金岡南,39
高石消防署高師浜出張所,34
豊中市千成,22
豊中市千里,36
豊中市役所,29
吹田市垂水,17
吹田市北消防署,38
吹田市高野台,24
東大阪市西保健センター,32
東大阪市六万寺,27
東大阪市環境衛生検査センター,27
楠葉,31
枚方市役所,24
王仁公園,****
高槻北,****
庄所,31
八尾市保健所,23
成田,
寝屋川市役所,
