局名,ppb
西部コミュニティセンター,37
国設大阪,
茨木市役所,17
高石中学校,27
池田市立南畑会館,40
大東市役所,37
府立修徳学院,39
貝塚市消防署,40
島本町役場,37
富田林市役所,41
南海団地,40
泉南市役所,41
緑ケ丘小学校,40
三日市公民館,40
藤井寺市役所,40
岸和田中央公園,39
佐野中学校,35
泉大津市役所,39
豊能町役場,41
此花区役所,34
平尾小学校,31
野中小学校,36
桃谷中学校,37
大宮中学校,35
聖賢小学校,34
清江小学校,34
摂陽中学校,23
今宮中学校,32
九条南小学校,29
茨田北小学校,33
南港中央公園,35
出来島小学校,24
少林寺,38
浜寺,41
三宝,32
若松台,41
石津,36
登美丘,34
深井,42
美原,35
金岡南,42
高石消防署高師浜出張所,28
豊中市千成,35
豊中市千里,32
豊中市役所,37
吹田市垂水,35
吹田市北消防署,39
吹田市高野台,37
東大阪市西保健センター,34
東大阪市六万寺,37
東大阪市環境衛生検査センター,37
楠葉,41
枚方市役所,35
王仁公園,****
高槻北,
庄所,
八尾市保健所,38
成田,
寝屋川市役所,
