局名,ppb
西部コミュニティセンター,37
国設大阪,
茨木市役所,31
高石中学校,28
池田市立南畑会館,40
大東市役所,38
府立修徳学院,34
貝塚市消防署,41
島本町役場,28
富田林市役所,37
南海団地,42
泉南市役所,44
緑ケ丘小学校,38
三日市公民館,38
藤井寺市役所,35
岸和田中央公園,38
佐野中学校,41
泉大津市役所,40
豊能町役場,34
此花区役所,38
平尾小学校,32
野中小学校,41
桃谷中学校,38
大宮中学校,39
聖賢小学校,37
清江小学校,32
摂陽中学校,32
今宮中学校,32
九条南小学校,34
茨田北小学校,40
南港中央公園,34
出来島小学校,29
少林寺,40
浜寺,43
三宝,34
若松台,40
石津,37
登美丘,35
深井,39
美原,33
金岡南,39
高石消防署高師浜出張所,34
豊中市千成,40
豊中市千里,35
豊中市役所,40
吹田市垂水,38
吹田市北消防署,38
吹田市高野台,38
東大阪市西保健センター,37
東大阪市六万寺,36
東大阪市環境衛生検査センター,38
楠葉,35
枚方市役所,33
王仁公園,****
高槻北,
庄所,
八尾市保健所,36
成田,
寝屋川市役所,
