局名,ppb
西部コミュニティセンター,35
国設大阪,
茨木市役所,25
高石中学校,25
池田市立南畑会館,36
大東市役所,36
府立修徳学院,38
貝塚市消防署,40
島本町役場,37
富田林市役所,40
南海団地,39
泉南市役所,41
緑ケ丘小学校,40
三日市公民館,40
藤井寺市役所,38
岸和田中央公園,39
佐野中学校,34
泉大津市役所,38
豊能町役場,39
此花区役所,32
平尾小学校,32
野中小学校,32
桃谷中学校,37
大宮中学校,34
聖賢小学校,33
清江小学校,33
摂陽中学校,****
今宮中学校,32
九条南小学校,27
茨田北小学校,34
南港中央公園,35
出来島小学校,****
少林寺,37
浜寺,40
三宝,34
若松台,40
石津,33
登美丘,34
深井,41
美原,35
金岡南,40
高石消防署高師浜出張所,31
豊中市千成,34
豊中市千里,27
豊中市役所,33
吹田市垂水,32
吹田市北消防署,35
吹田市高野台,34
東大阪市西保健センター,36
東大阪市六万寺,38
東大阪市環境衛生検査センター,36
楠葉,36
枚方市役所,33
王仁公園,****
高槻北,
庄所,
八尾市保健所,39
成田,
寝屋川市役所,
