局名,ppb
西部コミュニティセンター,15
国設大阪,
茨木市役所,12
高石中学校,15
池田市立南畑会館,23
大東市役所,20
府立修徳学院,17
貝塚市消防署,18
島本町役場,8
富田林市役所,16
南海団地,34
泉南市役所,
緑ケ丘小学校,20
三日市公民館,
藤井寺市役所,20
岸和田中央公園,
佐野中学校,
泉大津市役所,16
豊能町役場,17
此花区役所,12
平尾小学校,19
野中小学校,18
桃谷中学校,16
大宮中学校,15
聖賢小学校,17
清江小学校,14
摂陽中学校,14
今宮中学校,16
九条南小学校,17
茨田北小学校,19
南港中央公園,8
出来島小学校,14
少林寺,16
浜寺,16
三宝,15
若松台,20
石津,15
登美丘,13
深井,13
美原,12
金岡南,19
高石消防署高師浜出張所,16
豊中市千成,17
豊中市千里,10
豊中市役所,14
吹田市垂水,
吹田市北消防署,
吹田市高野台,
東大阪市西保健センター,14
東大阪市六万寺,16
東大阪市環境衛生検査センター,11
楠葉,
枚方市役所,
王仁公園,
高槻北,
庄所,
八尾市保健所,10
成田,
寝屋川市役所,
