局名,ppb
西部コミュニティセンター,2
国設大阪,3
茨木市役所,1
高石中学校,3
池田市立南畑会館,13
大東市役所,2
府立修徳学院,14
貝塚市消防署,10
島本町役場,0
富田林市役所,12
南海団地,29
泉南市役所,16
緑ケ丘小学校,17
三日市公民館,32
藤井寺市役所,11
岸和田中央公園,5
佐野中学校,7
泉大津市役所,4
豊能町役場,27
此花区役所,2
平尾小学校,2
野中小学校,4
桃谷中学校,3
大宮中学校,2
聖賢小学校,1
清江小学校,3
摂陽中学校,2
今宮中学校,4
九条南小学校,3
茨田北小学校,3
南港中央公園,2
出来島小学校,3
少林寺,3
浜寺,4
三宝,4
若松台,20
石津,3
登美丘,5
深井,4
美原,6
金岡南,5
高石消防署高師浜出張所,3
豊中市千成,4
豊中市千里,12
豊中市役所,7
吹田市垂水,7
吹田市北消防署,3
吹田市高野台,3
東大阪市西保健センター,2
東大阪市六万寺,2
東大阪市環境衛生検査センター,1
楠葉,3
枚方市役所,6
王仁公園,****
高槻北,
庄所,
八尾市保健所,4
成田,
寝屋川市役所,
