局名,ppb
西部コミュニティセンター,24
国設大阪,14
茨木市役所,13
高石中学校,31
池田市立南畑会館,39
大東市役所,25
府立修徳学院,22
貝塚市消防署,26
島本町役場,13
富田林市役所,26
南海団地,40
泉南市役所,33
緑ケ丘小学校,27
三日市公民館,17
藤井寺市役所,20
岸和田中央公園,27
佐野中学校,25
泉大津市役所,36
豊能町役場,10
此花区役所,19
平尾小学校,15
野中小学校,27
桃谷中学校,15
大宮中学校,29
聖賢小学校,18
清江小学校,19
摂陽中学校,15
今宮中学校,16
九条南小学校,23
茨田北小学校,18
南港中央公園,20
出来島小学校,9
少林寺,35
浜寺,40
三宝,32
若松台,22
石津,38
登美丘,30
深井,31
美原,27
金岡南,31
高石消防署高師浜出張所,30
豊中市千成,22
豊中市千里,37
豊中市役所,20
吹田市垂水,24
吹田市北消防署,25
吹田市高野台,21
東大阪市西保健センター,12
東大阪市六万寺,26
東大阪市環境衛生検査センター,11
楠葉,7
枚方市役所,14
王仁公園,****
高槻北,****
庄所,11
八尾市保健所,18
成田,
寝屋川市役所,
