局名,ppb
西部コミュニティセンター,25
国設大阪,23
茨木市役所,13
高石中学校,29
池田市立南畑会館,14
大東市役所,30
府立修徳学院,11
貝塚市消防署,35
島本町役場,10
富田林市役所,25
南海団地,46
泉南市役所,40
緑ケ丘小学校,38
三日市公民館,23
藤井寺市役所,23
岸和田中央公園,34
佐野中学校,34
泉大津市役所,32
豊能町役場,39
此花区役所,21
平尾小学校,28
野中小学校,20
桃谷中学校,23
大宮中学校,25
聖賢小学校,26
清江小学校,29
摂陽中学校,21
今宮中学校,32
九条南小学校,23
茨田北小学校,32
南港中央公園,7
出来島小学校,11
少林寺,29
浜寺,33
三宝,34
若松台,32
石津,27
登美丘,47
深井,42
美原,26
金岡南,39
高石消防署高師浜出張所,35
豊中市千成,16
豊中市千里,8
豊中市役所,8
吹田市垂水,16
吹田市北消防署,12
吹田市高野台,12
東大阪市西保健センター,29
東大阪市六万寺,27
東大阪市環境衛生検査センター,20
楠葉,25
枚方市役所,21
王仁公園,15
高槻北,20
庄所,28
八尾市保健所,22
成田,
寝屋川市役所,32
