局名,ppb
西部コミュニティセンター,34
国設大阪,37
茨木市役所,36
高石中学校,22
池田市立南畑会館,36
大東市役所,35
府立修徳学院,20
貝塚市消防署,25
島本町役場,12
富田林市役所,12
南海団地,29
泉南市役所,26
緑ケ丘小学校,21
三日市公民館,11
藤井寺市役所,22
岸和田中央公園,24
佐野中学校,25
泉大津市役所,24
豊能町役場,39
此花区役所,30
平尾小学校,35
野中小学校,25
桃谷中学校,30
大宮中学校,36
聖賢小学校,34
清江小学校,****
摂陽中学校,26
今宮中学校,****
九条南小学校,30
茨田北小学校,26
南港中央公園,****
出来島小学校,****
少林寺,34
浜寺,31
三宝,33
若松台,15
石津,34
登美丘,28
深井,25
美原,16
金岡南,28
高石消防署高師浜出張所,26
豊中市千成,29
豊中市千里,16
豊中市役所,32
吹田市垂水,
吹田市北消防署,
吹田市高野台,
東大阪市西保健センター,30
東大阪市六万寺,28
東大阪市環境衛生検査センター,28
楠葉,18
枚方市役所,25
王仁公園,21
高槻北,37
庄所,19
八尾市保健所,32
成田,
寝屋川市役所,24
