局名,ppb
西部コミュニティセンター,35
国設大阪,33
茨木市役所,39
高石中学校,32
池田市立南畑会館,39
大東市役所,38
府立修徳学院,32
貝塚市消防署,21
島本町役場,35
富田林市役所,35
南海団地,31
泉南市役所,27
緑ケ丘小学校,22
三日市公民館,17
藤井寺市役所,36
岸和田中央公園,31
佐野中学校,22
泉大津市役所,31
豊能町役場,41
此花区役所,25
平尾小学校,35
野中小学校,34
桃谷中学校,34
大宮中学校,33
聖賢小学校,34
清江小学校,33
摂陽中学校,32
今宮中学校,38
九条南小学校,32
茨田北小学校,35
南港中央公園,28
出来島小学校,31
少林寺,36
浜寺,34
三宝,35
若松台,34
石津,31
登美丘,34
深井,33
美原,26
金岡南,36
高石消防署高師浜出張所,33
豊中市千成,34
豊中市千里,37
豊中市役所,37
吹田市垂水,35
吹田市北消防署,37
吹田市高野台,36
東大阪市西保健センター,31
東大阪市六万寺,39
東大阪市環境衛生検査センター,29
楠葉,41
枚方市役所,41
王仁公園,39
高槻北,40
庄所,40
八尾市保健所,37
成田,
寝屋川市役所,35
