局名,ppb
西部コミュニティセンター,35
国設大阪,32
茨木市役所,33
高石中学校,33
池田市立南畑会館,38
大東市役所,33
府立修徳学院,34
貝塚市消防署,31
島本町役場,30
富田林市役所,35
南海団地,13
泉南市役所,29
緑ケ丘小学校,27
三日市公民館,6
藤井寺市役所,35
岸和田中央公園,34
佐野中学校,30
泉大津市役所,33
豊能町役場,29
此花区役所,31
平尾小学校,34
野中小学校,32
桃谷中学校,27
大宮中学校,33
聖賢小学校,33
清江小学校,34
摂陽中学校,35
今宮中学校,35
九条南小学校,32
茨田北小学校,33
南港中央公園,28
出来島小学校,31
少林寺,36
浜寺,37
三宝,35
若松台,34
石津,35
登美丘,34
深井,36
美原,27
金岡南,38
高石消防署高師浜出張所,33
豊中市千成,33
豊中市千里,34
豊中市役所,34
吹田市垂水,
吹田市北消防署,
吹田市高野台,
東大阪市西保健センター,34
東大阪市六万寺,35
東大阪市環境衛生検査センター,34
楠葉,27
枚方市役所,30
王仁公園,30
高槻北,35
庄所,33
八尾市保健所,37
成田,
寝屋川市役所,32
